text,label,n_chars,n_words,n_hashtags,n_mentions,n_urls,n_numbers,has_cashtag,text_lemma,text_stem,text_transformer
Ultra Clean downgraded to hold from buy at Stifel Nicolaus,0,58,10,0,0,0,0,False,ultra clean downgraded hold buy stifel nicolaus,ultra clean downgrad hold buy stifel nicolaus,Ultra Clean downgraded to hold from buy at Stifel Nicolaus
Wells Fargo Downgrades Netflix $NFLX to Underperform but sees as a takeover target. NFLX could get acquired: NFLX i… https://t.co/vuNpYwRDSg,0,140,20,0,0,1,0,True,well fargo downgrade netflix ticker underperform see takeover target nflx could get acquired nflx,well fargo downgrad netflix ticker underperform see takeov target nflx could get acquir nflx,Wells Fargo Downgrades Netflix $NFLX to Underperform but sees as a takeover target. NFLX could get acquired: NFLX i…
Wells Fargo Downgrades Netflix On Spending Concerns,0,51,7,0,0,0,0,False,well fargo downgrade netflix spending concern,well fargo downgrad netflix spend concern,Wells Fargo Downgrades Netflix On Spending Concerns
"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen' https://t.co/niUwYR5YUD",0,96,13,0,0,1,0,False,well fargo downgrade netflix content king cash queen,well fargo downgrad netflix content king cash queen,"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen'"
Welltower stock price target cut to $90 from $95 at J.P. Morgan,0,63,12,0,0,0,2,False,welltower stock price target cut morgan,welltow stock price target cut morgan,Welltower stock price target cut to $90 from $95 at J.P. Morgan
WWE stock price target cut to $57 from $79 at Benchmark,0,55,11,0,0,0,2,False,wwe stock price target cut benchmark,wwe stock price target cut benchmark,WWE stock price target cut to $57 from $79 at Benchmark
$ALTG: Dougherty & Company starts at Buy,1,40,7,0,0,0,0,True,ticker dougherty company start buy,ticker dougherti compani start buy,$ALTG: Dougherty & Company starts at Buy
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,1,70,10,0,0,1,0,True,ticker amd navi show strong adoption bofa,ticker amd navi show strong adopt bofa,$AMD - AMD's Navi shows strong adoption - BofA
$ANCUF: BMO Capital Markets ups to Outperform,1,45,7,0,0,0,0,True,ticker bmo capital market ups outperform,ticker bmo capit market up outperform,$ANCUF: BMO Capital Markets ups to Outperform
$BHE: Lake Street starts at Buy,1,31,6,0,0,0,0,True,ticker lake street start buy,ticker lake street start buy,$BHE: Lake Street starts at Buy
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,1,66,12,0,0,0,0,True,ticker raise centene corp rtg bbb outlk stable,ticker rais centen corp rtg bbb outlk stabl,$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,1,62,10,0,0,1,0,True,ticker citi give big boost deere,ticker citi give big boost deer,$DE - Citi gives big boost to Deere PT
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,1,76,9,0,0,1,0,True,ticker guggenheim see favorable catalyst ebay,ticker guggenheim see favor catalyst ebay,$EBAY - Guggenheim sees favorable catalysts for eBay
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,1,93,12,0,0,1,0,True,ticker freeport upgraded credit suisse see big buying opportunity,ticker freeport upgrad credit suiss see big buy opportun,$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity
$FLXN: BTIG Research starts at Buy https://t.co/MCyfTsXc2N,1,58,7,0,0,1,0,True,ticker btig research start buy,ticker btig research start buy,$FLXN: BTIG Research starts at Buy
"$FNV - Franco-Nevada will not need more funding despite suspensions, analyst says https://t.co/pyARTEahWH",1,105,13,0,0,1,0,True,ticker franco nevada need funding despite suspension analyst say,ticker franco nevada need fund despit suspens analyst say,"$FNV - Franco-Nevada will not need more funding despite suspensions, analyst says"
$GBT: Cantor Fitzgerald resumes at Overweight,1,45,6,0,0,0,0,True,ticker cantor fitzgerald resume overweight,ticker cantor fitzgerald resum overweight,$GBT: Cantor Fitzgerald resumes at Overweight
$GM - Morgan Stanley sees GM doubling in bull case scenario https://t.co/uNK2xzGQuq,1,83,12,0,0,1,0,True,ticker morgan stanley see doubling bull case scenario,ticker morgan stanley see doubl bull case scenario,$GM - Morgan Stanley sees GM doubling in bull case scenario
$GOOS: Barclays starts at Overweight,1,36,5,0,0,0,0,True,ticker barclays start overweight,ticker barclay start overweight,$GOOS: Barclays starts at Overweight
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,1,61,8,0,0,1,0,True,ticker hasbro gain ubs upgrade,ticker hasbro gain ub upgrad,$HAS - Hasbro gains after UBS upgrade
"$JD - New https://t.co/BDnqOJSFq5 bull praises acceleration, margin profile https://t.co/Swtzl0mjnF",1,99,10,0,0,2,0,True,ticker new bull praise acceleration margin profile,ticker new bull prais acceler margin profil,"$JD - New bull praises acceleration, margin profile"
$JD: Barclays ups to Overweight,1,31,5,0,0,0,0,True,ticker barclays ups overweight,ticker barclay up overweight,$JD: Barclays ups to Overweight
$KHC - JPMorgan constructive on Kraft Heinz https://t.co/Sp4I2ehAVw,1,67,8,0,0,1,0,True,ticker jpmorgan constructive kraft heinz,ticker jpmorgan construct kraft heinz,$KHC - JPMorgan constructive on Kraft Heinz
$KIM: Compass Point ups to Neutral,1,34,6,0,0,0,0,True,ticker compass point ups neutral,ticker compass point up neutral,$KIM: Compass Point ups to Neutral
$LOW - Lowe's racks up another positive rating despite recession risk https://t.co/ekx4f6aqIK,1,93,12,0,0,1,0,True,ticker lowe rack another positive rating despite recession risk,ticker low rack anoth posit rate despit recess risk,$LOW - Lowe's racks up another positive rating despite recession risk
$LRCX - Lam target boosted on 'compelling' setup https://t.co/TBgKmZH6pM,1,72,9,0,0,1,0,True,ticker lam target boosted compelling setup,ticker lam target boost compel setup,$LRCX - Lam target boosted on 'compelling' setup
$LULU: Barclays starts at Overweight https://t.co/MCyfTsXc2N,1,60,6,0,0,1,0,True,ticker barclays start overweight,ticker barclay start overweight,$LULU: Barclays starts at Overweight
"$MU $WDC - Bull sees 2020 upsides for MU, WDC https://t.co/65zGfs82xI",1,69,11,0,0,1,1,True,ticker ticker bull see upside wdc,ticker ticker bull see upsid wdc,"$MU $WDC - Bull sees 2020 upsides for MU, WDC"
$NBY Rated buy https://t.co/xWbLXU1yOY,1,38,4,0,0,1,0,True,ticker rated buy,ticker rate buy,$NBY Rated buy
$NFLX - SunTrust expecting Netflix to post strong user growth https://t.co/6z62FXsUom,1,85,11,0,0,1,0,True,ticker suntrust expecting netflix post strong user growth,ticker suntrust expect netflix post strong user growth,$NFLX - SunTrust expecting Netflix to post strong user growth
$NVDA - Nvidia set for gaming tailwinds - BofA https://t.co/l3m78pJzrW,1,70,10,0,0,1,0,True,ticker nvidia set gaming tailwind bofa,ticker nvidia set game tailwind bofa,$NVDA - Nvidia set for gaming tailwinds - BofA
$OCN - BTIG sees 'material improvement' to Ocwen book value https://t.co/8MMo05uiM6,1,83,11,0,0,1,0,True,ticker btig see material improvement ocwen book value,ticker btig see materi improv ocwen book valu,$OCN - BTIG sees 'material improvement' to Ocwen book value
$OYST: Cowen starts at Outperform,1,33,5,0,0,0,0,True,ticker cowen start outperform,ticker cowen start outperform,$OYST: Cowen starts at Outperform
$RAPT: BMO Capital Markets starts at Outperform,1,47,7,0,0,0,0,True,ticker bmo capital market start outperform,ticker bmo capit market start outperform,$RAPT: BMO Capital Markets starts at Outperform
$RNG - Evercore starts RingCentral at Outperform https://t.co/rfNcO3sw2k,1,72,8,0,0,1,0,True,ticker evercore start ringcentral outperform,ticker evercor start ringcentr outperform,$RNG - Evercore starts RingCentral at Outperform
$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC to Buy https://t.co/8k4l0c5x89,1,78,10,0,0,1,0,True,ticker ticker ticker moffettnathanson boost sbac buy,ticker ticker ticker moffettnathanson boost sbac buy,$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC to Buy
$SNAP - Loop turns bullish on Snap ad growth https://t.co/TekdZS48et,1,68,10,0,0,1,0,True,ticker loop turn bullish snap growth,ticker loop turn bullish snap growth,$SNAP - Loop turns bullish on Snap ad growth
$STXS: Lake Street starts at Buy,1,32,6,0,0,0,0,True,ticker lake street start buy,ticker lake street start buy,$STXS: Lake Street starts at Buy
$TENB - Cowen sees upside in TENB's Indegy purchase https://t.co/Ve7bTreR7Y,1,75,10,0,0,1,0,True,ticker cowen see upside tenb indegy purchase,ticker cowen see upsid tenb indegi purchas,$TENB - Cowen sees upside in TENB's Indegy purchase
"$UBER $LYFT - Uber, Lyft can raise prices to profit - Barclays https://t.co/1xx084l36h",1,86,13,0,0,1,0,True,ticker ticker uber lyft raise price profit barclays,ticker ticker uber lyft rais price profit barclay,"$UBER $LYFT - Uber, Lyft can raise prices to profit - Barclays"
$WABC: Maxim Group ups to Buy,1,29,6,0,0,0,0,True,ticker maxim group ups buy,ticker maxim group up buy,$WABC: Maxim Group ups to Buy
$WRI: Compass Point ups to Buy,1,30,6,0,0,0,0,True,ticker compass point ups buy,ticker compass point up buy,$WRI: Compass Point ups to Buy
$ZS - New Zscaler bull sees 'sustainable' growth; shares +4% https://t.co/4fx811IVG5,1,84,11,0,0,1,1,True,ticker new zscaler bull see sustainable growth share,ticker new zscaler bull see sustain growth share,$ZS - New Zscaler bull sees 'sustainable' growth; shares +4%
"Activision, Take-Two charts look 'constructive' as Wells Fargo gets bullish on video game plays: Trader $ATVI $TTWO… https://t.co/1s0WRleA2n",1,140,18,0,0,1,0,True,activision take two chart look constructive well fargo get bullish video game play trader ticker ticker,activis take two chart look construct well fargo get bullish video game play trader ticker ticker,"Activision, Take-Two charts look 'constructive' as Wells Fargo gets bullish on video game plays: Trader $ATVI $TTWO…"
Adobe stock price target raised to $315 vs. $290 at Wedbush,1,59,11,0,0,0,2,False,adobe stock price target raised wedbush,adob stock price target rais wedbush,Adobe stock price target raised to $315 vs. $290 at Wedbush
Adobe stock price target raised to $318 vs. $310 at Instinet,1,60,11,0,0,0,2,False,adobe stock price target raised instinet,adob stock price target rais instinet,Adobe stock price target raised to $318 vs. $310 at Instinet
Aegis Capital positive on Netflix usage trend,1,45,7,0,0,0,0,False,aegis capital positive netflix usage trend,aegi capit posit netflix usag trend,Aegis Capital positive on Netflix usage trend
"After a 60% drop in 6 months, Bank of America says buy pot stock Canopy",1,71,15,0,0,0,2,False,drop month bank america say buy pot stock canopy,drop month bank america say buy pot stock canopi,"After a 60% drop in 6 months, Bank of America says buy pot stock Canopy"
Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity,1,82,13,0,0,0,1,False,akero therapeutic started buy stock price target canaccord genuity,akero therapeut start buy stock price target canaccord genuiti,Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity
Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus,1,79,13,0,0,0,2,False,align technology stock price target raised stifel nicolaus,align technolog stock price target rais stifel nicolaus,Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus
Allergan upgraded to buy from neutral at UBS,1,44,8,0,0,0,0,False,allergan upgraded buy neutral ubs,allergan upgrad buy neutral ub,Allergan upgraded to buy from neutral at UBS
Altria stock price target raised to $54 from $50 at Stifel Nicolaus,1,67,12,0,0,0,2,False,altria stock price target raised stifel nicolaus,altria stock price target rais stifel nicolaus,Altria stock price target raised to $54 from $50 at Stifel Nicolaus
Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,1,76,13,0,0,0,2,False,amneal pharma price target raised suntrust robinson humphrey,amneal pharma price target rais suntrust robinson humphrey,Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey
"An analyst at Loop Capital upgrades $LYFT  to buy from hold, citing higher revenue growth potential.  https://t.co/2blCalNe9P",1,125,17,0,0,1,0,True,analyst loop capital upgrade ticker buy hold citing higher revenue growth potential,analyst loop capit upgrad ticker buy hold cite higher revenu growth potenti,"An analyst at Loop Capital upgrades $LYFT to buy from hold, citing higher revenue growth potential."
Analyst: AT&T Is The Top Telecom Pick For 2020,1,46,9,0,0,0,1,False,analyst top telecom pick,analyst top telecom pick,Analyst: AT&T Is The Top Telecom Pick For 2020
Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,1,64,10,0,0,0,0,False,analyst mostly bullish newly public insurance firm brp group,analyst most bullish newli public insur firm brp group,Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group
Analysts See 18% Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF,1,98,18,0,0,0,1,False,analyst see gain ahead holding first trust dow jones internet index fund etf,analyst see gain ahead hold first trust dow jone internet index fund etf,Analysts See 18% Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF
Ansys stock price target raised to $265 from $235 at Benchmark,1,62,11,0,0,0,2,False,ansys stock price target raised benchmark,ansi stock price target rais benchmark,Ansys stock price target raised to $265 from $235 at Benchmark
Anthem stock price target raised to $330 from $300 at SunTrust RH,1,65,12,0,0,0,2,False,anthem stock price target raised suntrust,anthem stock price target rais suntrust,Anthem stock price target raised to $330 from $300 at SunTrust RH
Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,1,92,14,0,0,0,2,False,applied industrial technology stock price target raised keybanc capital,appli industri technolog stock price target rais keybanc capit,Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital
